Street,City,Zipcode,Price,Zestimate,Bedroom,Bathroom,Year_Built,Living_Area,Home_Type,Lot_Size(Sqft),HOA_Per_Month,Last_Sold_Price,hasHeating,hasCooling,furnished,hasOpenParking,hasCarport,isNewConstruction,hasHomeWarranty,Is_New_Home,Is_For_Auction,Is_Bank_Owned,Price_History,Date,MonthYear_value,Year,avg_school_rating
2371 Apsis Ct,SAN JOSE,95124,1298000,1357317,3,2.0,1979,1539,SINGLE_FAMILY,6590,0,370000,True,True,False,False,False,False,False,False,False,False,1298000,2020-09-24,2020-09,2020,7
124 Sonja Rd,SOUTH SAN FRANCISCO,94080,1298000,1323996,3,2.0,1989,1740,SINGLE_FAMILY,2051,165,905000,True,True,False,False,False,False,False,False,False,False,1298000,2020-09-10,2020-09,2020,4
322 Shavano Way,SAN RAMON,94583,915000,937416,3,3.0,1996,1513,SINGLE_FAMILY,3458,0,690000,True,True,False,False,False,False,False,False,False,False,915000,2020-09-22,2020-09,2020,8
4765 Randi Ct,UNION CITY,94587,969593,969593,4,2.5,1990,1683,SINGLE_FAMILY,4617,60,620000,unknow,unknow,False,False,False,False,False,False,False,False,620000,2004-04-09,2004-04,2004,6
5080 Plaza Corona,SANTA CLARA,95054,799900,814385,3,2.0,1972,1240,TOWNHOUSE,1089,377,270000,True,True,False,False,False,False,False,False,False,False,799900,2020-09-15,2020-09,2020,6
16 Helix Ct,SAN RAMON,94583,690000,695484,2,0.0,1963,1165,SINGLE_FAMILY,6298,34,251500,True,True,False,False,False,False,False,False,False,False,690000,2020-09-23,2020-09,2020,8
3265 Falls Creek Pl,SAN JOSE,95135,1848888,1787669,5,3.0,1999,2752,SINGLE_FAMILY,6407,0,1153500,True,True,False,False,False,False,False,False,False,False,1848888,2020-09-24,2020-09,2020,8
2816 Stringham Way,DUBLIN,94568,1050000,946155,4,4.0,2017,2298,SINGLE_FAMILY,2038,117,850000,True,True,False,False,False,False,False,False,False,False,1050000,2020-09-24,2020-09,2020,9
34279 Mimosa Ter,FREMONT,94555,1435000,1361971,4,3.0,1992,2159,SINGLE_FAMILY,3598,40,655000,True,True,False,False,False,False,False,False,False,False,1435000,2020-09-24,2020-09,2020,8
200 Poinsettia Ave,SAN MATEO,94403,1798000,1772314,4,2.0,1948,2032,SINGLE_FAMILY,9239,0,1350000,True,True,False,False,False,False,False,False,False,False,1798000,2020-09-17,2020-09,2020,6
93 Kearney St,SOUTH SAN FRANCISCO,94080,898000,960057,3,1.0,1950,960,SINGLE_FAMILY,5501,0,655000,True,True,False,False,False,False,False,False,False,False,898000,2020-09-18,2020-09,2020,4
390 S Overlook Dr,SAN RAMON,94582,615000,615130,2,2.0,1988,1079,CONDO,5614,538,550000,True,True,False,False,False,False,False,False,False,False,615000,2020-09-09,2020-09,2020,9
7 Eugenia Ave,SAN FRANCISCO,94110,895000,928999,2,1.0,1987,966,SINGLE_FAMILY,5614,0,253500,True,True,False,False,False,False,False,False,False,False,895000,2020-09-17,2020-09,2020,2
525 Almer Rd APT 211,BURLINGAME,94010,1288888,1184288,2,2.0,1975,1408,CONDO,46982,577,396000,False,False,False,False,False,False,False,False,False,False,1288888,2020-08-19,2020-08,2020,8
1146 S Chanterella Dr,SAN RAMON,94582,1350000,1364696,4,3.0,2001,2225,SINGLE_FAMILY,5105,40,829000,True,True,False,False,False,False,False,False,False,False,1350000,2020-09-23,2020-09,2020,9
3414 Hannah St,OAKLAND,94608,899000,1041881,3,3.0,2005,1988,SINGLE_FAMILY,1825,0,560000,True,True,False,False,False,False,False,False,False,False,899000,2020-09-24,2020-09,2020,1
676 Windmill Ln,PLEASANTON,94566,1598000,1571800,4,4.0,1981,2758,SINGLE_FAMILY,12552,0,425000,True,True,False,False,False,False,False,False,False,False,1598000,2020-09-24,2020-09,2020,7
6329 Wood Dr,OAKLAND,94611,1398000,1839181,4,3.0,1954,2466,SINGLE_FAMILY,7448,0,655000,True,True,False,False,False,False,False,False,False,False,1398000,2020-09-24,2020-09,2020,2
174 Copper Ridge Rd,SAN RAMON,94582,610000,610005,2,2.0,1988,1079,CONDO,1201,479,180000,True,True,False,False,False,False,False,False,False,False,610000,2020-09-16,2020-09,2020,9
6294 Kerry Ct,DUBLIN,94568,800000,806990,3,3.0,2003,1791,TOWNHOUSE,1646,138,575000,True,True,False,False,False,False,False,False,False,False,800000,2020-09-17,2020-09,2020,7
10090 Pasadena Ave APT A4,CUPERTINO,95014,1325000,1326123,3,2.0,1985,1491,CONDO,1306,404,900000,True,True,False,False,False,False,False,False,False,False,1325000,2020-07-31,2020-07,2020,9
37180 Oak St,FREMONT,94536,899950,819616,2,1.0,1925,1131,SINGLE_FAMILY,5658,0,635000,True,True,False,False,False,False,False,False,False,False,899950,2020-09-24,2020-09,2020,8
9694 Tareyton Ave,SAN RAMON,94583,970000,928295,4,2.0,1968,1611,SINGLE_FAMILY,7448,0,266000,True,True,False,False,False,False,False,False,False,False,970000,2020-09-23,2020-09,2020,8
3471 Ashbourne Cir,SAN RAMON,94583,2350000,2177212,5,6.0,2005,5312,SINGLE_FAMILY,14609,173,1785000,True,True,False,False,False,False,False,False,False,False,2350000,2020-06-30,2020-06,2020,9
1606 Hidden Creek Ln,MILPITAS,95035,1238000,1225929,4,4.0,2017,2413,SINGLE_FAMILY,2252,257,1105500,True,True,False,False,False,False,False,False,False,False,1238000,2020-08-26,2020-08,2020,9
1564 Darlene Ave,SAN JOSE,95125,1799000,1517666,5,4.0,1964,2335,SINGLE_FAMILY,7492,0,1365000,True,True,False,False,False,False,False,False,False,False,1799000,2020-09-24,2020-09,2020,5
908 La Gonda Way,DANVILLE,94526,1445000,1493166,4,2.0,1968,2065,SINGLE_FAMILY,22811,0,880000,True,True,False,False,False,False,False,False,False,False,1445000,2020-09-19,2020-09,2020,10
33345 5th St,UNION CITY,94587,1150000,1150007,0,2.5,1980,2483,MULTI_FAMILY,4957,0,210000,unknow,unknow,False,False,False,False,False,False,False,False,1150000,2020-07-14,2020-07,2020,4
1116 Hamilton Ln,BURLINGAME,94010,2398000,2484642,3,3.0,1945,2639,SINGLE_FAMILY,5000,0,655000,True,True,False,False,False,False,False,False,False,False,2398000,2020-09-25,2020-09,2020,9
1769 Park Blvd,PALO ALTO,94306,2488000,2495769,2,1.0,1921,1052,SINGLE_FAMILY,9016,0,655000,True,True,False,False,False,False,False,False,False,False,2488000,2020-09-16,2020-09,2020,8
34226 Petard Ter,FREMONT,94555,1048000,1183091,3,3.0,1987,1755,TOWNHOUSE,2966,330,655000,True,True,False,False,False,False,False,False,False,False,1048000,2020-09-23,2020-09,2020,9
1336 Berkeley Way,BERKELEY,94702,769000,836519,2,1.0,1906,1382,CONDO,5614,0,655000,True,True,False,False,False,False,False,False,False,False,769000,2020-09-16,2020-09,2020,8
2267 Segundo Ct UNIT 4,PLEASANTON,94588,470000,486292,2,1.0,1972,810,CONDO,5614,350,655000,True,True,False,False,False,False,False,False,False,False,470000,2020-09-12,2020-09,2020,8
442 Winfield Ln,DANVILLE,94526,685000,685004,2,2.0,1999,1080,TOWNHOUSE,1006,270,268500,True,True,False,False,False,False,False,False,False,False,685000,2020-09-23,2020-09,2020,10
15 Highland Ave APT 5,BURLINGAME,94010,1098000,1127976,2,3.0,1982,1400,TOWNHOUSE,7501,400,980000,True,True,False,False,False,False,False,False,False,False,1098000,2020-08-28,2020-08,2020,8
850 W Grant Pl,SAN MATEO,94402,1380000,1420985,3,2.0,1940,1210,SINGLE_FAMILY,5279,0,1100000,True,True,False,False,False,False,False,False,False,False,1380000,2020-09-17,2020-09,2020,5
667 Euclid Ave,BERKELEY,94708,2599000,2642202,4,5.0,1938,3803,SINGLE_FAMILY,14400,0,1660000,True,True,False,False,False,False,False,False,False,False,2599000,2020-09-23,2020-09,2020,7
533 Wycombe Ct,SAN RAMON,94583,2749000,2748856,5,9.0,2015,5460,SINGLE_FAMILY,19972,0,2196000,True,True,False,False,False,False,False,False,False,False,2749000,2020-09-14,2020-09,2020,9
4237 Jacinto Dr,FREMONT,94536,1130000,1149859,3,2.0,1965,1484,SINGLE_FAMILY,5702,0,1050000,True,unknow,False,False,False,False,False,False,False,False,1130000,2020-09-22,2020-09,2020,8
510 Messian Pl,DANVILLE,94526,1775000,1803025,6,4.0,1998,3519,SINGLE_FAMILY,10846,55,850000,True,True,False,False,False,False,False,False,False,False,1775000,2020-09-18,2020-09,2020,9
1931 Knollcrest Ct,SAN RAMON,94582,1650000,1681526,4,4.0,1996,3391,SINGLE_FAMILY,13481,0,655000,True,True,False,False,False,False,False,False,False,False,1650000,2020-09-04,2020-09,2020,8
91 Fawn Pl,DANVILLE,94526,915000,807626,3,3.0,1983,1484,SINGLE_FAMILY,2914,173,469000,True,True,False,False,False,False,False,False,False,False,915000,2020-09-25,2020-09,2020,9
7710 Creekside Dr,PLEASANTON,94588,889000,895512,3,3.0,1991,1828,TOWNHOUSE,2395,415,725000,True,True,False,False,False,False,False,False,False,False,889000,2020-09-23,2020-09,2020,8
5585 Cold Water Dr,CASTRO VALLEY,94552,1299000,1419672,4,3.0,1965,1996,SINGLE_FAMILY,13355,0,274000,True,True,False,False,False,False,False,False,False,False,1299000,2020-09-24,2020-09,2020,8
3759 Rose Rock Cir,PLEASANTON,94588,1099000,1107898,4,3.0,1993,2337,SINGLE_FAMILY,3554,218,385000,True,True,False,False,False,False,False,False,False,False,1099000,2020-09-23,2020-09,2020,9
5444 Estates Dr,OAKLAND,94618,1195000,1531280,5,3.0,1963,2086,SINGLE_FAMILY,6477,0,930000,True,True,False,False,False,False,False,False,False,False,1195000,2020-09-24,2020-09,2020,8
1620 California St,BERKELEY,94703,1095000,1354307,3,1.0,1916,1434,SINGLE_FAMILY,3781,0,1080000,True,True,False,False,False,False,False,False,False,False,1095000,2020-09-16,2020-09,2020,8
1544 Albemarle Way,BURLINGAME,94010,2398000,2473930,0,0.0,1946,2367,MULTI_FAMILY,7200,0,1800000,True,True,False,False,False,False,False,False,False,False,2398000,2020-09-02,2020-09,2020,9
461 26th Ave,SAN MATEO,94403,1488000,1519192,3,4.0,1948,1480,SINGLE_FAMILY,5000,0,1300000,True,True,False,False,False,False,False,False,False,False,1488000,2020-09-10,2020-09,2020,6
20488 Stevens Creek Blvd APT 1711,CUPERTINO,95014,1299000,1254834,2,2.0,2003,1317,CONDO,435,567,617000,True,True,False,False,False,False,False,False,False,False,1299000,2020-09-24,2020-09,2020,8
28375 Harvey Ave,HAYWARD,94544,699950,850807,3,3.0,1964,2021,SINGLE_FAMILY,15672,0,655000,True,True,False,False,False,False,False,False,False,False,699950,2020-09-24,2020-09,2020,2
1982 W Bayshore Rd APT 237,EAST PALO ALTO,94303,798000,792873,2,2.0,2002,1197,CONDO,154572,415,536000,True,True,False,False,False,False,False,False,False,False,798000,2020-09-12,2020-09,2020,5
1801 University Ave UNIT 202,BERKELEY,94703,575000,596387,2,1.0,1998,600,CONDO,5614,405,535000,True,True,False,False,False,False,False,False,False,False,575000,2020-09-22,2020-09,2020,7
842 W Grant Pl,SAN MATEO,94402,1198000,1234322,2,1.0,1940,970,SINGLE_FAMILY,3998,0,1015000,True,True,False,False,False,False,False,False,False,False,1198000,2020-09-24,2020-09,2020,5
11594 Fenwick Ct,DUBLIN,94568,1175000,1013617,4,3.0,1987,1844,SINGLE_FAMILY,10149,0,278000,True,True,False,False,False,False,False,False,False,False,1175000,2020-09-24,2020-09,2020,7
619 Maybell Ave,PALO ALTO,94306,2749000,2969370,3,2.0,1947,1646,SINGLE_FAMILY,7814,0,2350000,True,True,False,False,False,False,False,False,False,False,2749000,2020-09-22,2020-09,2020,8
804 Bermuda Dr,SAN MATEO,94403,1398000,1431049,4,3.0,1954,1820,SINGLE_FAMILY,5201,30,655000,True,True,False,False,False,False,False,False,False,False,1398000,2020-09-15,2020-09,2020,5
1857 Yosemite Dr,MILPITAS,95035,939900,980497,3,2.0,1967,1064,SINGLE_FAMILY,6568,0,655000,True,True,False,False,False,False,False,False,False,False,939900,2020-09-16,2020-09,2020,7
1403 Nestwood Way,MILPITAS,95035,1128000,1152526,3,2.0,2014,1951,TOWNHOUSE,1041,240,787000,True,True,False,False,False,False,False,False,False,False,1128000,2020-09-23,2020-09,2020,9
2823 Cozumel Cir,SANTA CLARA,95051,1092840,1092840,3,3.0,1989,1670,TOWNHOUSE,1533,300,700000,True,True,False,False,False,unknow,False,False,False,False,1092000,2020-09-25,2020-09,2020,5
1221 Wellington St,OAKLAND,94602,1179000,1259433,2,2.0,1920,1708,SINGLE_FAMILY,5501,0,96000,True,True,False,False,False,False,False,False,False,False,1179000,2020-09-24,2020-09,2020,2
3715 Lindero Dr,PALO ALTO,94306,2599000,2599006,3,2.0,1952,1793,SINGLE_FAMILY,6725,0,2288000,True,True,False,False,False,False,False,False,False,False,2599000,2020-09-23,2020-09,2020,9
10140 N Blaney Ave,CUPERTINO,95014,2348000,2496450,4,3.0,1969,2240,SINGLE_FAMILY,7501,0,655000,True,True,False,False,False,False,False,False,False,False,2348000,2020-09-18,2020-09,2020,8
3033 Kaiser Dr UNIT H,SANTA CLARA,95051,495000,503389,1,1.0,1971,680,CONDO,816,495,122000,True,True,False,False,False,False,False,False,False,False,495000,2020-09-24,2020-09,2020,6
220 Kottinger Dr,PLEASANTON,94566,850000,861410,2,1.0,1993,869,SINGLE_FAMILY,3057,0,762500,True,True,False,False,False,False,False,False,False,False,850000,2020-09-18,2020-09,2020,7
3635 Whitworth Dr,DUBLIN,94568,833888,839254,3,4.0,2003,1979,CONDO,5614,250,800000,True,True,False,False,False,False,False,False,False,False,833888,2020-09-17,2020-09,2020,9
5764 Belleza Dr,PLEASANTON,94588,900000,900006,4,3.0,1995,1928,TOWNHOUSE,1367,295,251000,True,True,False,False,False,False,False,False,False,False,900000,2020-09-04,2020-09,2020,9
211 Wild Rose Way,MILPITAS,95035,1199000,1212202,4,4.0,2018,2105,TOWNHOUSE,1197,293,655000,True,True,False,False,False,False,False,False,False,False,1199000,2020-09-22,2020-09,2020,8
2464 15th Ave,SAN FRANCISCO,94116,1399000,1419387,3,2.0,1927,1629,SINGLE_FAMILY,2996,0,655000,True,True,False,False,False,False,False,False,False,False,1399000,2020-09-23,2020-09,2020,7
273 Dundee Dr,SOUTH SAN FRANCISCO,94080,1188000,1214259,3,2.0,1953,1460,SINGLE_FAMILY,5305,0,1030000,True,True,False,False,False,False,False,False,False,False,1188000,2020-08-18,2020-08,2020,6
425 Stanford Ave,PALO ALTO,94306,2695000,2696926,2,2.0,1924,1080,SINGLE_FAMILY,7501,0,655000,True,True,False,False,False,False,False,False,False,False,2695000,2020-09-22,2020-09,2020,8
2368 Benton St,SANTA CLARA,95050,1290000,1361574,3,2.0,1954,1330,SINGLE_FAMILY,6529,0,1480000,True,True,False,False,False,False,False,False,False,False,1290000,2020-09-24,2020-09,2020,6
4101 Greenacre Rd,CASTRO VALLEY,94546,814879,814879,3,2.0,1952,1118,SINGLE_FAMILY,5096,0,610000,unknow,unknow,False,False,False,False,False,False,False,False,610000,2006-04-13,2006-04,2006,8
3808 Monterey Blvd,OAKLAND,94619,849000,948630,3,1.0,1926,1357,SINGLE_FAMILY,3367,0,655000,True,True,False,False,False,False,False,False,False,False,849000,2020-09-18,2020-09,2020,1
3336 Ironwood Dr,SAN RAMON,94582,1749000,1769416,4,4.0,2015,3243,SINGLE_FAMILY,4708,19,1480500,True,True,False,False,False,False,False,False,False,False,1749000,2020-08-19,2020-08,2020,9
